merchant_id,business_category,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level
UMKM-03680,jasa,22,"Rp 8,912,798",5,1.9,15.0,96827.0,0.0,1
UMKM-03681,Jasa,27,4729046,38,3.0,0.0,238344.0,2.0,1
UMKM-03682,Jasa,101,"Rp 45,748,613",10,,2.0,63830.0,0.0,1
UMKM-03683,retail ,17,"Rp 31,803,919",24,1.2,,418629.0,3.0,1
UMKM-03684,RETAIL,91,44137537,43,3.9,,283656.0,2.0,0
UMKM-03685,Retail,101,"Rp 38,169,815",43,4.0,5.0,162749.0,3.0,0
UMKM-03686, F & B ,12,18547664,29,1.7,0.0,55696.0,0.0,1
UMKM-03687, F & B ,108,"Rp 13,040,556",19,1.7,5.0,378422.0,0.0,0
UMKM-03688,retail ,111,47929221,36,1.8,0.0,212334.0,0.0,0
UMKM-03689,Retail,24,"Rp 17,747,076",15,4.2,30.0,480165.0,,2
UMKM-03690,retail ,20,38373560,30,2.1,0.0,455641.0,0.0,0
UMKM-03691, F & B ,10,25903926,28,4.2,2.0,225569.0,0.0,1
UMKM-03692,Retail,71,6274033,5,3.2,2.0,107420.0,0.0,0
UMKM-03693,Fashion,33,"Rp 26,300,235",28,,5.0,281367.0,0.0,0
UMKM-03694,RETAIL,27,"Rp 38,706,342",31,3.2,2.0,202712.0,0.0,1
UMKM-03695,Jasa,20,"Rp 20,454,894",8,2.3,0.0,283081.0,0.0,0
UMKM-03696,nan,42,"Rp 34,967,042",36,4.6,5.0,306974.0,0.0,0
UMKM-03697,fnb,59,"Rp 46,404,783",22,3.9,0.0,292439.0,4.0,2
UMKM-03698,RETAIL,107,30656879,15,2.9,0.0,411464.0,1.0,0
UMKM-03699,Fashion,32,"Rp 1,052,055",17,3.5,,174434.0,2.0,1
UMKM-03700, F & B ,-4,39901821,18,,2.0,237165.0,0.0,0
UMKM-03701,Fashion,107,"Rp 7,943,122",43,2.4,5.0,436056.0,2.0,1
UMKM-03702,retail ,0,"Rp 15,039,994",1,2.7,2.0,418722.0,3.0,1
UMKM-03703,Retail,40,"Rp 2,136,263",9,2.3,5.0,97150.0,4.0,2
UMKM-03704,Jasa,44,17055862,11,5.0,5.0,207183.0,0.0,0
UMKM-03705,jasa,32,"Rp 12,931,243",17,,2.0,218365.0,3.0,0
UMKM-03706,retail ,100,3497838,18,1.4,,153513.0,0.0,0
UMKM-03707,RETAIL,82,31511356,37,3.1,0.0,230736.0,0.0,0
UMKM-03708,retail ,12,27794461,36,1.2,5.0,330450.0,0.0,0
UMKM-03709,RETAIL,21,"Rp 6,129,584",26,2.2,5.0,145896.0,1.0,0
UMKM-03710,jasa,35,"Rp 23,539,942",13,2.8,0.0,258285.0,1.0,0
UMKM-03711,F&B,66,"Rp 20,077,036",44,3.1,0.0,404816.0,0.0,0
UMKM-03712,Jasa,86,34411231,33,4.9,,461514.0,2.0,0
UMKM-03713,nan,68,"Rp 10,989,056",1,4.9,0.0,316897.0,0.0,0
UMKM-03714,nan,11,"Rp 11,206,373",43,1.4,0.0,127704.0,0.0,2
UMKM-03715,fnb,113,38097676,32,3.2,0.0,124374.0,0.0,0
UMKM-03716,Fashion,56,2838346,18,4.3,0.0,476781.0,1.0,0
UMKM-03717,F&B,23,"Rp 41,957,065",26,,30.0,205724.0,0.0,1
UMKM-03718,nan,52,"Rp 30,496,687",29,4.0,0.0,400288.0,0.0,0
UMKM-03719,retail ,64,"Rp 32,493,562",6,4.5,0.0,262748.0,,0
UMKM-03720,Fashion,72,"Rp 8,566,169",26,3.6,15.0,,3.0,2
UMKM-03721,F&B,16,29689143,20,2.3,0.0,400761.0,0.0,0
UMKM-03722,Retail,112,7911542,6,4.7,2.0,60875.0,1.0,0
UMKM-03723,Retail,0,"Rp 44,985,936",24,4.5,15.0,140853.0,0.0,2
UMKM-03724,Fashion,20,"Rp 17,623,683",37,,5.0,98996.0,1.0,0
UMKM-03725,RETAIL,33,"Rp 10,053,883",17,,5.0,215065.0,0.0,0
UMKM-03726,RETAIL,6,"Rp 23,293,398",32,4.2,0.0,409245.0,0.0,0
UMKM-03727,retail ,93,"Rp 32,662,509",32,2.3,0.0,448782.0,0.0,0
UMKM-03728,F&B,8,13593459,31,2.0,0.0,422842.0,0.0,0
UMKM-03729,F&B,16,"Rp 10,788,041",24,3.1,0.0,129139.0,0.0,2
UMKM-03730,Fashion,45,"Rp 48,166,637",13,5.0,2.0,350834.0,3.0,1
UMKM-03731, F & B ,17,37964763,37,4.2,0.0,488957.0,,0
UMKM-03732,Retail,42,"Rp 23,966,368",37,3.9,2.0,153340.0,4.0,1
UMKM-03733,F&B,65,21288665,3,2.8,0.0,52646.0,,2
UMKM-03734,Fashion,98,28182774,43,2.2,0.0,172372.0,0.0,0
UMKM-03735,jasa,44,"Rp 45,672,241",17,4.4,0.0,265723.0,2.0,0
UMKM-03736,fnb,83,"Rp 3,180,122",9,,0.0,,0.0,0
UMKM-03737,jasa,7,35270609,34,,2.0,79339.0,3.0,1
UMKM-03738,Jasa,79,"Rp 6,412,199",34,3.0,2.0,153849.0,2.0,1
UMKM-03739,retail ,99,"Rp 12,503,817",39,4.0,15.0,479665.0,0.0,1
UMKM-03740,F&B,4,"Rp 47,697,209",22,4.5,30.0,148718.0,0.0,2
UMKM-03741,Jasa,111,"Rp 10,440,105",24,2.6,5.0,159702.0,0.0,0
UMKM-03742,nan,49,37573764,0,1.1,2.0,272726.0,0.0,1
UMKM-03743,Jasa,117,1479177,17,,0.0,140883.0,,0
UMKM-03744,Fashion,3,35075749,14,4.7,0.0,234703.0,3.0,0
UMKM-03745,F&B,73,21603778,24,3.8,15.0,89967.0,0.0,1
UMKM-03746,fnb,46,49884318,31,3.9,0.0,224619.0,0.0,0
UMKM-03747,Fashion,-4,36063229,19,2.3,0.0,115463.0,0.0,1
UMKM-03748,Fashion,19,"Rp 4,926,888",16,,0.0,358995.0,,0
UMKM-03749,retail ,7,"Rp 3,024,676",10,,0.0,75062.0,3.0,1
UMKM-03750,retail ,92,"Rp 13,655,740",12,1.7,5.0,109123.0,1.0,0
UMKM-03751,Retail,45,26813761,24,4.9,0.0,254140.0,1.0,0
UMKM-03752,Retail,52,"Rp 14,982,694",19,2.4,0.0,401373.0,2.0,2
UMKM-03753,RETAIL,28,41069281,24,2.3,0.0,451437.0,0.0,1
UMKM-03754, F & B ,29,"Rp 43,029,609",41,2.5,2.0,65234.0,4.0,1
UMKM-03755,F&B,96,25976147,44,1.4,5.0,451537.0,1.0,0
UMKM-03756,F&B,-3,"Rp 1,984,131",30,3.5,0.0,320089.0,0.0,0
UMKM-03757,Jasa,100,"Rp 5,878,154",0,2.0,5.0,317333.0,0.0,1
UMKM-03758,F&B,114,"Rp 47,259,881",15,4.2,0.0,152518.0,1.0,0
UMKM-03759,F&B,53,32511086,27,2.6,2.0,445590.0,0.0,2
UMKM-03760, F & B ,64,"Rp 49,103,684",20,,5.0,250591.0,1.0,1
UMKM-03761,nan,113,"Rp 25,717,528",29,3.6,,454549.0,3.0,0
UMKM-03762,Retail,42,14915952,2,4.0,0.0,246815.0,2.0,0
UMKM-03763,Retail,58,"Rp 25,458,363",33,1.9,0.0,177066.0,1.0,0
UMKM-03764,fnb,107,"Rp 48,969,060",5,4.9,0.0,,1.0,0
UMKM-03765,F&B,13,"Rp 44,164,833",42,3.5,0.0,221979.0,0.0,1
UMKM-03766, F & B ,61,"Rp 12,729,096",28,1.0,0.0,59173.0,0.0,0
UMKM-03767,Retail,76,"Rp 16,225,106",2,2.7,0.0,447518.0,0.0,0
UMKM-03768, F & B ,97,"Rp 24,138,509",32,2.7,0.0,423141.0,4.0,2
UMKM-03769,jasa,67,"Rp 40,459,879",10,,,220751.0,3.0,0
UMKM-03770,nan,110,"Rp 1,945,424",44,2.2,0.0,,0.0,0
UMKM-03771,F&B,70,"Rp 30,578,939",4,2.3,,469963.0,2.0,0
UMKM-03772,fnb,-1,"Rp 35,193,500",31,1.3,15.0,443327.0,2.0,2
UMKM-03773,Jasa,61,"Rp 49,845,865",17,2.1,30.0,433985.0,4.0,2
UMKM-03774,Retail,5,44802064,19,3.9,,393246.0,0.0,0
UMKM-03775,jasa,115,"Rp 16,694,202",38,,5.0,278310.0,2.0,0
UMKM-03776, F & B ,88,2371242,39,1.3,5.0,153013.0,1.0,0
UMKM-03777,retail ,62,21440391,27,,0.0,464640.0,0.0,0
UMKM-03778,Fashion,63,23927424,12,,2.0,264401.0,0.0,0
UMKM-03779,F&B,-5,"Rp 31,351,724",25,4.0,,189969.0,0.0,0
UMKM-03780,F&B,85,19797364,15,4.3,0.0,350784.0,0.0,0
UMKM-03781,jasa,86,"Rp 2,160,675",24,1.1,0.0,326626.0,0.0,0
UMKM-03782, F & B ,57,"Rp 23,695,558",9,2.3,5.0,402196.0,2.0,1
UMKM-03783,RETAIL,23,5036589,28,2.7,2.0,170963.0,2.0,1
UMKM-03784,F&B,76,3726427,37,4.6,15.0,470571.0,4.0,2
UMKM-03785,RETAIL,6,"Rp 22,550,141",19,3.0,0.0,106145.0,0.0,0
UMKM-03786,retail ,71,"Rp 36,604,708",25,2.1,2.0,201655.0,4.0,2
UMKM-03787,jasa,35,"Rp 33,683,027",31,2.6,0.0,429432.0,1.0,0
UMKM-03788, F & B ,-4,"Rp 5,587,826",38,2.7,,290183.0,0.0,1
UMKM-03789, F & B ,31,"Rp 3,691,207",37,3.7,0.0,131718.0,1.0,0
UMKM-03790,nan,39,"Rp 37,804,492",23,1.2,15.0,54857.0,2.0,2
UMKM-03791,Fashion,74,"Rp 25,784,815",30,,0.0,,0.0,0
UMKM-03792,Retail,42,"Rp 4,971,586",39,,0.0,61166.0,2.0,0
UMKM-03793,Retail,18,"Rp 32,987,904",11,2.1,0.0,434638.0,2.0,1
UMKM-03794,Jasa,93,18151560,35,3.4,0.0,302565.0,,0
UMKM-03795,fnb,16,"Rp 8,021,982",9,2.4,2.0,319642.0,3.0,0
UMKM-03796,jasa,94,"Rp 48,465,320",5,4.0,0.0,218879.0,1.0,0
UMKM-03797,retail ,5,"Rp 20,629,173",6,1.2,0.0,206495.0,2.0,1
UMKM-03798, F & B ,113,41026777,30,4.7,0.0,495311.0,4.0,0
UMKM-03799,Fashion,52,"Rp 19,325,712",26,1.7,30.0,156371.0,4.0,2
UMKM-03800,RETAIL,40,1295863,7,,0.0,94180.0,2.0,1
UMKM-03801,jasa,23,28308680,2,4.4,0.0,353272.0,2.0,1
UMKM-03802,Jasa,29,10205053,39,4.5,2.0,138620.0,0.0,0
UMKM-03803,jasa,106,"Rp 32,799,415",20,1.4,,280360.0,2.0,1
UMKM-03804,Jasa,112,42751154,0,4.6,30.0,149411.0,0.0,1
UMKM-03805, F & B ,9,"Rp 35,943,500",44,2.1,30.0,109911.0,1.0,1
UMKM-03806,fnb,54,1226884,14,3.5,0.0,107450.0,0.0,0
UMKM-03807,Jasa,89,"Rp 4,417,932",6,1.3,15.0,95940.0,0.0,0
UMKM-03808, F & B ,36,8339096,14,,5.0,106584.0,0.0,1
UMKM-03809, F & B ,99,16604223,24,2.8,,191342.0,3.0,1
UMKM-03810,fnb,37,"Rp 5,506,371",2,3.4,0.0,311875.0,2.0,1
UMKM-03811,Retail,74,"Rp 1,078,563",29,3.1,,316486.0,1.0,0
UMKM-03812,jasa,68,34165246,13,2.8,0.0,356077.0,1.0,0
UMKM-03813,F&B,43,40059069,3,,2.0,379233.0,,0
UMKM-03814,F&B,58,13449925,35,1.7,0.0,248610.0,0.0,1
UMKM-03815,RETAIL,26,"Rp 2,372,407",2,1.6,0.0,205560.0,1.0,1
UMKM-03816,RETAIL,58,"Rp 19,910,859",4,3.9,2.0,146279.0,1.0,1
UMKM-03817,F&B,109,"Rp 29,013,885",24,1.3,0.0,165185.0,4.0,0
UMKM-03818,retail ,-4,30170099,30,2.9,5.0,104101.0,0.0,1
UMKM-03819,F&B,18,"Rp 29,657,474",10,,2.0,488575.0,,1
UMKM-03820,RETAIL,81,24990957,7,,2.0,182493.0,0.0,0
UMKM-03821,Fashion,60,35623456,25,4.7,0.0,250082.0,0.0,0
UMKM-03822,RETAIL,32,"Rp 30,864,521",1,2.1,,242827.0,0.0,1
UMKM-03823,retail ,25,"Rp 35,916,702",27,2.2,2.0,170668.0,0.0,0
UMKM-03824,jasa,109,8913614,9,1.9,0.0,365669.0,1.0,0
UMKM-03825,F&B,98,"Rp 24,352,262",38,1.6,5.0,75117.0,1.0,0
UMKM-03826,fnb,20,"Rp 5,533,027",36,2.5,0.0,368606.0,0.0,1
UMKM-03827,Fashion,23,"Rp 24,809,421",38,3.7,0.0,255588.0,1.0,1
UMKM-03828, F & B ,61,"Rp 1,901,111",20,4.0,2.0,426217.0,2.0,1
UMKM-03829,retail ,116,"Rp 33,591,471",27,4.3,2.0,304307.0,2.0,0
UMKM-03830,RETAIL,72,"Rp 48,121,026",37,1.8,0.0,,2.0,2
UMKM-03831,fnb,19,"Rp 25,555,117",32,1.1,0.0,226006.0,4.0,1
UMKM-03832,Jasa,42,"Rp 5,809,073",10,4.9,,387098.0,1.0,0
UMKM-03833,Retail,59,22181525,44,1.1,0.0,369737.0,0.0,0
UMKM-03834,F&B,47,"Rp 46,769,490",43,4.8,0.0,,0.0,0
UMKM-03835,Retail,61,2620706,0,4.3,,309539.0,0.0,0
UMKM-03836,retail ,112,22018059,32,4.6,0.0,334706.0,1.0,0
UMKM-03837,Jasa,84,"Rp 31,966,709",2,2.5,2.0,274579.0,3.0,0
UMKM-03838,Jasa,12,12457860,25,1.8,0.0,406225.0,2.0,1
UMKM-03839,Jasa,3,"Rp 35,325,001",14,3.4,2.0,476515.0,0.0,2
UMKM-03840, F & B ,32,"Rp 20,290,600",40,4.0,0.0,280995.0,1.0,0
UMKM-03841,retail ,81,"Rp 8,813,516",13,,,198747.0,1.0,0
UMKM-03842,jasa,15,17182143,22,,0.0,397188.0,,1
UMKM-03843,Retail,115,28390898,7,1.8,2.0,431712.0,0.0,0
UMKM-03844,jasa,59,"Rp 34,646,879",35,,,86881.0,0.0,1
UMKM-03845,fnb,15,"Rp 12,879,882",19,4.4,,59319.0,,0
UMKM-03846,nan,21,6547631,5,1.8,0.0,488423.0,4.0,1
UMKM-03847,Fashion,100,25275941,32,2.0,15.0,316055.0,0.0,1
UMKM-03848,Fashion,117,"Rp 25,130,071",27,1.3,0.0,276980.0,0.0,0
UMKM-03849,jasa,64,20520338,37,1.6,2.0,89927.0,1.0,0
UMKM-03850,nan,113,"Rp 13,044,455",29,1.6,0.0,161464.0,3.0,1
UMKM-03851,nan,38,"Rp 38,090,229",42,1.8,0.0,129261.0,0.0,0
UMKM-03852,F&B,94,"Rp 11,736,236",16,2.1,0.0,149411.0,4.0,1
UMKM-03853,fnb,22,"Rp 41,952,235",8,4.3,2.0,350339.0,0.0,0
UMKM-03854,retail ,39,7277609,27,4.7,2.0,366566.0,1.0,0
UMKM-03855,nan,11,"Rp 48,855,970",6,2.6,0.0,423284.0,2.0,1
UMKM-03856,RETAIL,117,"Rp 9,165,571",27,1.5,2.0,359705.0,0.0,2
UMKM-03857,Fashion,34,"Rp 4,727,904",16,1.9,,416944.0,0.0,1
UMKM-03858,RETAIL,116,"Rp 44,526,860",39,,5.0,444903.0,0.0,1
UMKM-03859,fnb,110,"Rp 4,232,567",43,,0.0,219827.0,2.0,1
UMKM-03860,nan,-3,44965347,43,4.9,,332999.0,0.0,0
UMKM-03861,Retail,70,"Rp 38,916,341",4,1.1,2.0,78879.0,1.0,1
UMKM-03862,Fashion,97,"Rp 24,585,426",4,4.0,0.0,203137.0,1.0,0
UMKM-03863,F&B,70,"Rp 7,216,618",13,3.0,2.0,328235.0,1.0,1
UMKM-03864,F&B,60,"Rp 23,349,834",5,4.6,0.0,193819.0,4.0,0
UMKM-03865,Jasa,114,"Rp 47,673,151",6,3.3,5.0,479459.0,1.0,0
UMKM-03866, F & B ,40,"Rp 39,435,211",16,2.8,,491902.0,1.0,0
UMKM-03867,nan,80,"Rp 27,149,594",8,3.7,0.0,494900.0,1.0,0
UMKM-03868,fnb,81,11487592,30,4.3,0.0,332745.0,2.0,0
UMKM-03869,Fashion,24,"Rp 48,096,216",21,2.1,0.0,478013.0,0.0,0
UMKM-03870, F & B ,63,"Rp 31,890,345",44,1.4,0.0,406602.0,3.0,2
UMKM-03871,fnb,3,"Rp 21,561,154",8,,5.0,170646.0,0.0,0
UMKM-03872,jasa,79,"Rp 33,051,283",15,1.9,2.0,415866.0,1.0,0
UMKM-03873,nan,5,"Rp 27,024,091",35,2.7,0.0,318334.0,1.0,2
UMKM-03874,retail ,63,"Rp 21,520,598",33,,15.0,467364.0,0.0,1
UMKM-03875,retail ,93,"Rp 5,172,975",44,3.3,0.0,163962.0,0.0,0
UMKM-03876,nan,85,38786306,12,3.8,,177871.0,0.0,2
UMKM-03877,Jasa,107,1481193,18,3.7,0.0,389615.0,0.0,0
UMKM-03878,Jasa,60,"Rp 3,759,127",11,4.3,2.0,94550.0,3.0,0
UMKM-03879,retail ,82,"Rp 34,495,658",35,4.8,0.0,,3.0,0
UMKM-03880,Retail,25,14983877,9,3.6,0.0,186991.0,0.0,2
UMKM-03881,Fashion,27,1627475,15,2.9,15.0,205865.0,0.0,2
UMKM-03882,retail ,33,"Rp 30,121,418",27,2.3,0.0,348327.0,3.0,2
UMKM-03883,Retail,88,"Rp 46,175,647",18,2.4,,400016.0,0.0,0
UMKM-03884, F & B ,40,"Rp 7,357,658",39,2.3,2.0,235657.0,,2
UMKM-03885,Retail,31,11584340,5,2.3,,51716.0,0.0,1
UMKM-03886, F & B ,109,"Rp 36,351,787",3,,,270889.0,2.0,1
UMKM-03887,fnb,86,"Rp 29,391,151",29,,0.0,181361.0,0.0,0
UMKM-03888,RETAIL,54,"Rp 35,310,156",38,1.8,2.0,316841.0,0.0,0
UMKM-03889,fnb,25,"Rp 48,826,978",30,4.9,15.0,491315.0,0.0,2
UMKM-03890,retail ,5,4482837,26,2.7,0.0,176148.0,1.0,1
UMKM-03891, F & B ,81,"Rp 35,990,484",44,,30.0,142855.0,0.0,0
UMKM-03892,retail ,115,12189741,20,3.8,2.0,113041.0,1.0,1
UMKM-03893,nan,-4,38091985,36,3.5,5.0,295151.0,0.0,0
UMKM-03894,Fashion,98,"Rp 45,990,622",8,2.2,0.0,378289.0,0.0,2
UMKM-03895,F&B,99,"Rp 21,708,283",34,4.2,5.0,183425.0,1.0,0
UMKM-03896,retail ,21,"Rp 6,881,468",41,1.4,0.0,329063.0,0.0,0
UMKM-03897,Fashion,93,"Rp 13,773,924",20,3.3,15.0,70141.0,0.0,1
UMKM-03898,Retail,-4,"Rp 14,467,149",16,2.1,2.0,443090.0,0.0,1
UMKM-03899,fnb,97,"Rp 47,300,120",23,3.5,0.0,124484.0,1.0,0
UMKM-03900,Retail,95,20258714,30,1.9,,164289.0,4.0,1
UMKM-03901,F&B,15,"Rp 48,607,527",5,4.1,5.0,384837.0,2.0,0
UMKM-03902, F & B ,52,49166715,34,1.9,,184921.0,0.0,0
UMKM-03903,nan,-1,"Rp 37,658,811",36,4.6,0.0,484053.0,0.0,0
UMKM-03904,Fashion,46,8233646,12,4.4,2.0,156849.0,0.0,1
UMKM-03905,nan,39,"Rp 32,268,475",24,2.4,2.0,225923.0,0.0,0
UMKM-03906,RETAIL,79,"Rp 23,288,814",31,2.5,2.0,218170.0,0.0,0
UMKM-03907,retail ,87,"Rp 45,311,069",0,3.8,0.0,173185.0,0.0,0
UMKM-03908, F & B ,14,"Rp 32,792,217",34,1.4,0.0,284605.0,0.0,0
UMKM-03909,RETAIL,55,"Rp 34,590,483",18,1.3,,212105.0,0.0,0
UMKM-03910,jasa,32,"Rp 23,097,434",11,1.5,0.0,216835.0,0.0,1
UMKM-03911,retail ,14,"Rp 40,657,176",39,3.2,,259932.0,0.0,1
UMKM-03912,Retail,108,"Rp 21,213,221",39,1.6,0.0,61900.0,0.0,0
UMKM-03913,fnb,19,21629875,42,2.1,,204426.0,1.0,0
UMKM-03914,Fashion,-4,3700502,19,3.6,2.0,445430.0,0.0,2
UMKM-03915,F&B,115,29493532,32,,5.0,193412.0,0.0,1
UMKM-03916,F&B,26,30764622,28,1.7,0.0,272393.0,0.0,0
UMKM-03917,Retail,20,"Rp 12,467,529",15,,,197731.0,0.0,0
UMKM-03918,Jasa,64,36577294,13,3.7,2.0,457903.0,2.0,1
UMKM-03919,F&B,35,30153399,6,2.2,2.0,56553.0,0.0,1
UMKM-03920,Fashion,115,22783250,5,,0.0,123874.0,1.0,0
UMKM-03921,Retail,61,"Rp 18,454,767",20,3.3,2.0,168236.0,1.0,0
UMKM-03922, F & B ,91,"Rp 18,989,956",35,1.9,30.0,286348.0,1.0,2
UMKM-03923,F&B,-5,"Rp 24,158,079",21,4.8,0.0,309916.0,3.0,0
UMKM-03924,nan,45,"Rp 25,323,577",39,3.7,5.0,177605.0,3.0,1
UMKM-03925,Retail,-1,35051597,18,,0.0,436977.0,0.0,1
UMKM-03926,Fashion,7,"Rp 4,732,529",24,4.4,,,0.0,0
UMKM-03927,nan,13,"Rp 25,016,455",2,2.9,,255287.0,1.0,0
UMKM-03928,retail ,6,27884164,35,3.7,0.0,297313.0,4.0,2
UMKM-03929,retail ,42,"Rp 37,114,822",44,,0.0,276680.0,2.0,0
UMKM-03930,F&B,19,"Rp 33,016,766",33,3.3,2.0,356287.0,0.0,0
UMKM-03931,nan,51,"Rp 27,439,695",10,1.2,0.0,255383.0,0.0,0
UMKM-03932,fnb,109,"Rp 27,201,526",41,,0.0,138719.0,2.0,0
UMKM-03933,retail ,29,4093348,26,1.5,0.0,79287.0,0.0,1
UMKM-03934,fnb,70,35532968,41,3.9,0.0,250918.0,1.0,0
UMKM-03935, F & B ,88,34294467,1,,0.0,261935.0,1.0,0
UMKM-03936,Retail,-1,39799331,5,5.0,0.0,157006.0,0.0,1
UMKM-03937,RETAIL,92,18382959,1,3.5,0.0,205212.0,3.0,2
UMKM-03938,Fashion,16,"Rp 43,683,639",41,4.2,2.0,406377.0,3.0,0
UMKM-03939,Retail,97,35752110,16,2.1,2.0,80657.0,0.0,0
UMKM-03940,Fashion,71,"Rp 8,147,333",39,2.4,0.0,64746.0,1.0,0
UMKM-03941,nan,51,"Rp 12,345,743",13,4.7,2.0,252499.0,1.0,0
UMKM-03942, F & B ,41,"Rp 24,247,397",9,4.0,30.0,402211.0,0.0,0
UMKM-03943,jasa,48,"Rp 12,861,743",44,,0.0,230566.0,0.0,0
UMKM-03944,F&B,-3,"Rp 15,261,565",32,2.0,15.0,450961.0,0.0,2
UMKM-03945,Fashion,118,"Rp 43,956,408",41,3.8,2.0,444639.0,3.0,1
UMKM-03946,Fashion,47,"Rp 12,029,513",11,4.5,0.0,359449.0,0.0,1
UMKM-03947,nan,78,"Rp 14,117,852",31,1.9,0.0,455275.0,0.0,0
UMKM-03948,fnb,25,"Rp 7,749,645",23,3.8,2.0,336865.0,0.0,1
UMKM-03949,Retail,63,34470507,13,2.6,5.0,306769.0,0.0,0
UMKM-03950,jasa,82,"Rp 7,380,798",4,1.5,0.0,260859.0,0.0,1
UMKM-03951,Jasa,98,"Rp 12,815,651",4,4.1,,477895.0,0.0,0
UMKM-03952,F&B,112,"Rp 2,235,340",31,1.7,2.0,410039.0,1.0,1
UMKM-03953,RETAIL,27,9447149,44,,0.0,340421.0,1.0,0
UMKM-03954,Jasa,66,"Rp 31,392,785",32,4.1,0.0,379019.0,1.0,0
UMKM-03955,Retail,82,"Rp 48,902,624",3,4.0,0.0,166934.0,1.0,0
UMKM-03956,F&B,44,12054356,29,,0.0,457980.0,0.0,0
UMKM-03957,Fashion,78,"Rp 32,376,847",40,4.8,0.0,253054.0,1.0,1
UMKM-03958,RETAIL,118,"Rp 49,124,750",16,1.9,5.0,298711.0,0.0,0
UMKM-03959,fnb,10,"Rp 22,133,380",2,5.0,5.0,197953.0,0.0,0
UMKM-03960,jasa,108,"Rp 4,079,676",12,4.0,0.0,126676.0,0.0,0
UMKM-03961,fnb,110,"Rp 10,486,661",43,2.6,2.0,231014.0,0.0,0
UMKM-03962, F & B ,70,"Rp 20,506,917",35,1.5,0.0,291768.0,0.0,0
UMKM-03963,nan,71,43569794,17,2.3,0.0,320345.0,0.0,0
UMKM-03964,F&B,103,"Rp 26,461,039",22,1.8,5.0,295360.0,1.0,0
UMKM-03965,fnb,100,"Rp 45,504,011",34,,0.0,298858.0,1.0,0
UMKM-03966,Jasa,33,"Rp 21,378,083",32,2.4,15.0,74568.0,0.0,1
UMKM-03967,nan,83,"Rp 47,207,904",35,2.2,,212402.0,4.0,1
UMKM-03968,fnb,40,43722720,16,4.0,2.0,314960.0,1.0,0
UMKM-03969,retail ,90,"Rp 46,874,334",38,1.9,0.0,345238.0,3.0,0
UMKM-03970, F & B ,82,"Rp 38,150,868",33,3.3,0.0,394946.0,1.0,1
UMKM-03971,Retail,106,12959322,11,,0.0,,0.0,1
UMKM-03972,jasa,41,23186567,4,,2.0,415450.0,4.0,1
UMKM-03973, F & B ,38,7805751,39,3.5,15.0,199630.0,3.0,0
UMKM-03974,nan,3,"Rp 33,750,269",26,,2.0,55235.0,0.0,0
UMKM-03975,retail ,98,11367257,39,,5.0,411371.0,0.0,1
UMKM-03976,F&B,108,40323969,12,1.8,5.0,197233.0,0.0,0
UMKM-03977,Jasa,81,"Rp 25,345,877",25,,30.0,496634.0,2.0,2
UMKM-03978,jasa,44,"Rp 37,438,544",13,,0.0,457763.0,0.0,0
UMKM-03979,jasa,71,29420358,31,1.4,30.0,179947.0,1.0,2
UMKM-03980, F & B ,54,33667242,10,3.2,2.0,271104.0,1.0,0
UMKM-03981,nan,117,14210179,37,3.4,0.0,211980.0,0.0,0
UMKM-03982,F&B,90,17534820,15,,,489785.0,2.0,0
UMKM-03983,Fashion,108,27249509,21,2.7,,,2.0,1
UMKM-03984,retail ,9,"Rp 42,432,671",15,3.1,2.0,308434.0,0.0,0
UMKM-03985,Fashion,30,23329738,12,5.0,15.0,366403.0,0.0,2
UMKM-03986,Jasa,107,"Rp 35,920,960",11,3.1,0.0,237093.0,2.0,0
UMKM-03987,F&B,57,"Rp 37,387,736",17,3.3,0.0,432552.0,1.0,0
UMKM-03988,F&B,63,"Rp 37,027,571",28,5.0,0.0,387025.0,1.0,0
UMKM-03989,retail ,80,"Rp 37,158,359",17,5.0,2.0,52070.0,0.0,0
UMKM-03990,RETAIL,74,"Rp 27,550,964",1,2.7,0.0,401410.0,0.0,0
UMKM-03991,Fashion,35,"Rp 38,122,282",1,,0.0,415048.0,,1
UMKM-03992,fnb,68,"Rp 35,972,599",2,2.9,2.0,345832.0,1.0,1
UMKM-03993,jasa,18,20339070,28,3.9,0.0,168170.0,0.0,1
UMKM-03994,RETAIL,76,46155664,7,4.8,0.0,489827.0,2.0,1
UMKM-03995,fnb,43,"Rp 44,095,047",10,2.2,0.0,335000.0,1.0,0
UMKM-03996,nan,12,"Rp 34,969,594",11,4.3,0.0,228646.0,0.0,0
UMKM-03997,retail ,1,"Rp 29,516,890",31,,0.0,198899.0,3.0,2
UMKM-03998,nan,-2,"Rp 29,071,569",3,2.1,0.0,193771.0,0.0,1
UMKM-03999,jasa,84,"Rp 30,387,866",8,4.2,0.0,151105.0,1.0,0
UMKM-04000,Retail,63,"Rp 42,553,749",23,2.7,0.0,133695.0,0.0,1
UMKM-04001,fnb,54,"Rp 30,417,281",15,1.5,0.0,461892.0,0.0,0
UMKM-04002,RETAIL,49,"Rp 21,661,252",16,,,53703.0,2.0,0
UMKM-04003,fnb,10,"Rp 30,421,137",21,,0.0,147193.0,1.0,0
UMKM-04004,fnb,93,"Rp 40,671,682",6,3.2,2.0,476809.0,2.0,1
